ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050,2055
comCHPFuelCellHdg,North,PJ/y,0,0,0,0,0,0,0,0
comCHPHydrogen,North,PJ/y,0,0,0,0,0,0,0,0
comCookingHydrogen,North,PJ/y,0,0,0,0,0,0,0,0
comCookingLPG,North,PJ/y,0.021721222,0.014336007,0.007168003,0.002172122,0,0,0,0
comMicroCHPHydrogen,North,PJ/y,0,0,0,0,0,0,0,0
comLightingFluorescent,Northeast,PJ/y,2.891801375,1.908588908,0.954294454,0.289180138,0,0,0,0
comLightingOtherCCL,Northeast,PJ/y,1.101638619,0.727081489,0.363540744,0.110163862,0,0,0,0
comLightingLED,Northeast,PJ/y,2.891801375,1.908588908,0.954294454,0.289180138,0,0,0,0
comAppliancesCon,Northeast,PJ/y,3.177299867,2.097017912,1.048508956,0.317729987,0,0,0,0
comCookingElec,Northeast,PJ/y,1.186962755,0.783395418,0.391697709,0.118696275,0,0,0,0
comCookingNG,Northeast,PJ/y,1.186962755,0.783395418,0.391697709,0.118696275,0,0,0,0
comCookingBiomass,Northeast,PJ/y,0,0,0,0,0,0,0,0
comAC,Northeast,PJ/y,1.495409431,0.986970225,0.493485112,0.149540943,0,0,0,0
comACHFC_HC,Northeast,PJ/y,0,0,0,0,0,0,0,0
comACHFO_HC,Northeast,PJ/y,0,0,0,0,0,0,0,0
comBoilerNG,Northeast,PJ/y,0.609598336,0.402334902,0.201167451,0.060959834,0,0,0,0
comBoilerElectric,Northeast,PJ/y,0.591899103,0.390653408,0.195326704,0.05918991,0,0,0,0
comBoilerBiomass,Northeast,PJ/y,0.008046282,0.005310546,0.002655273,0.000804628,0,0,0,0
comBoilerNG_HC,Northeast,PJ/y,0,0,0,0,0,0,0,0
comBoilerElectric_HC,Northeast,PJ/y,0,0,0,0,0,0,0,0
comBoilerBiomass_HC,Northeast,PJ/y,0,0,0,0,0,0,0,0
comBoilerNG_solarT,Northeast,PJ/y,0,0,0,0,0,0,0,0
comBoilerElectriciy_solarT,Northeast,PJ/y,0,0,0,0,0,0,0,0
comBoilerBiomass_solarT,Northeast,PJ/y,0,0,0,0,0,0,0,0
comASHeatPump,Northeast,PJ/y,0,0,0,0,0,0,0,0
comGSHeatPump,Northeast,PJ/y,0,0,0,0,0,0,0,0
comASHeatPump_solarT,Northeast,PJ/y,0,0,0,0,0,0,0,0
comGSHeatPump_solarT,Northeast,PJ/y,0,0,0,0,0,0,0,0
comElectricNightStorage,Northeast,PJ/y,0,0,0,0,0,0,0,0
comElectricResSA_storage,Northeast,PJ/y,0,0,0,0,0,0,0,0
comElectricResSA,Northeast,PJ/y,0,0,0,0,0,0,0,0
