ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050
procCTLwCCS,Peninsular,PJ/y,0,0,0,0,0,0,0
procCTL,Peninsular,PJ/y,0,0,0,0,0,0,0
procBTL,Peninsular,PJ/y,0,0,0,0,0,0,0
procBTLwCCS,Peninsular,PJ/y,0,0,0,0,0,0,0
procElectrolysis,Peninsular,PJ/y,0,0,0,0,0,0,0
procH2Biomass,Peninsular,PJ/y,0,0,0,0,0,0,0
procH2BiomasswCCS,Peninsular,PJ/y,0,0,0,0,0,0,0
procH2NGwCCS,Peninsular,PJ/y,0,0,0,0,0,0,0
procH2NG,Peninsular,PJ/y,0,0,0,0,0,0,0
procH2CoalwCCS,Peninsular,PJ/y,0,0,0,0,0,0,0
procH2Coal,Peninsular,PJ/y,0,0,0,0,0,0,0
procEthanolStarchCrops,Peninsular,PJ/y,0,0,0,0,0,0,0
procEthanolSugarCrops,Peninsular,PJ/y,0,0,0,0,0,0,0
procEthanolBiomass,Peninsular,PJ/y,0,0,0,0,0,0,0
procEthanolBiomasswCCS,Peninsular,PJ/y,0,0,0,0,0,0,0
procMethanolBiomass,Peninsular,PJ/y,0,0,0,0,0,0,0
procMethanolBiomasswCCS,Peninsular,PJ/y,0,0,0,0,0,0,0
procBiogasBiomass,Peninsular,PJ/y,0,0,0,0,0,0,0
procBiogasLandfill,Peninsular,PJ/y,0,0,0,0,0,0,0
procBiosyngasBiomass,Peninsular,PJ/y,0,0,0,0,0,0,0
procPyrolysisUpgradeBiomass,Peninsular,PJ/y,0,0,0,0,0,0,0
procBiodieselOil,Peninsular,PJ/y,0,0,0,0,0,0,0
procBiodieselAlgae,Peninsular,PJ/y,0,0,0,0,0,0,0
